track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Dontdooddson (FR),Mr J. C. Canavan,7,Darren Collins,7th,2 1/2 l,10,11-13,104,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Withallduerespect (IRE),Mr P. A. King,5,Michael G. Kennedy,6th,1/2 l,9,11-4p,95,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Carnet De Stage (IRE),Mr C. J. Shine,7,Eugene M. O'Sullivan,5th,6 1/2 l,8,11-6b,97,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Where's Bunny (IRE),Mr T. Power Roche,7,N. Dooly,4th,1 3/4 l,8,12-1,106,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Willywampus (IRE),Mr A. P. Ryan,7,Eamon Courtney,3rd,6 l,6,12-2,107,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Room To Roam (IRE),Mr A. Harvey,7,John McConnell,2nd,6 l,9,11-9b,100,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Whatsyourstatus (IRE),Mr H. C. Swan,5,Gearoid O'Loughlin,1st,N/A,10,12-1t,106,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Clody Valley (IRE),Mr B Finn,7,Miss Elizabeth Doyle,PU,N/A,8,11-9tp,100,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Delias Pet (IRE),Mr D. Doyle,7,Timothy Doyle,PU,N/A,8,10-8,85,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Francois (FR),Mr B. Dunleavy,7,Mary E Doyle,F,N/A,8,12-4t,109,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Lord Gillygooley (IRE),Mr R. W. Barron,7,Declan Queally,8th,47 l,8,11-11tv,102,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Dontdooddson (FR),Mr J. C. Canavan,7,Darren Collins,7th,2 1/2 l,10,11-13,104,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Withallduerespect (IRE),Mr P. A. King,5,Michael G. Kennedy,6th,1/2 l,9,11-4p,95,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Carnet De Stage (IRE),Mr C. J. Shine,7,Eugene M. O'Sullivan,5th,6 1/2 l,8,11-6b,97,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Where's Bunny (IRE),Mr T. Power Roche,7,N. Dooly,4th,1 3/4 l,8,12-1,106,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Willywampus (IRE),Mr A. P. Ryan,7,Eamon Courtney,3rd,6 l,6,12-2,107,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Room To Roam (IRE),Mr A. Harvey,7,John McConnell,2nd,6 l,9,11-9b,100,True,59,29
Clonmel Racing Results | 9th June 2023 19:25,N/A,19:25,Good ap Chase (Turf),2m 4f,Whatsyourstatus (IRE),Mr H. C. Swan,5,Gearoid O'Loughlin,1st,N/A,10,12-1t,106,True,59,29
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Bonne Derreen (IRE),Jack G. Gilligan,7,Mark John Scallan,PU,N/A,6,11-5t1,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Beau's Candle (IRE),T. Joseph Kelly,7,John Gerard Fitzgerald,8th,Nose,8,11-12,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Kilballyowen (IRE),Peter Carberry,0,A. J. Martin,7th,1 3/4 l,5,11-12t,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Milfordfourthree (IRE),C. Smithers,0,William O'Doherty,6th,8 1/2 l,7,11-5,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Trendy Lady (IRE),H. Morgan,0,Henry de Bromhead,5th,4 1/2 l,7,11-5t,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Punters Poet (IRE),A. M. McCurtin,0,Eoin Christopher McCarthy,4th,3 1/2 l,8,11-12p1,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Roccorionach (IRE),N. T. Prendergast,7,T. Shanahan,3rd,1 1/2 l,6,11-5,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Wild Caprice (IRE),Liam Quinlan,5,John Patrick Ryan,2nd,Neck,9,11-5,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Rebel Waltz (IRE),R. P. Geoghegan,7,T. J. Nagle Jnr,1st,N/A,9,11-12,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Bonne Derreen (IRE),Jack G. Gilligan,7,Mark John Scallan,PU,N/A,6,11-5t1,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Beau's Candle (IRE),T. Joseph Kelly,7,John Gerard Fitzgerald,8th,Nose,8,11-12,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Kilballyowen (IRE),Peter Carberry,0,A. J. Martin,7th,1 3/4 l,5,11-12t,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Milfordfourthree (IRE),C. Smithers,0,William O'Doherty,6th,8 1/2 l,7,11-5,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Trendy Lady (IRE),H. Morgan,0,Henry de Bromhead,5th,4 1/2 l,7,11-5t,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Punters Poet (IRE),A. M. McCurtin,0,Eoin Christopher McCarthy,4th,3 1/2 l,8,11-12p1,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Roccorionach (IRE),N. T. Prendergast,7,T. Shanahan,3rd,1 1/2 l,6,11-5,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Wild Caprice (IRE),Liam Quinlan,5,John Patrick Ryan,2nd,Neck,9,11-5,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:00,N/A,20:00,Good,2m 6f 169y,Rebel Waltz (IRE),R. P. Geoghegan,7,T. J. Nagle Jnr,1st,N/A,9,11-12,-,True,59,30
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Chief Seattle (IRE),N. T. Prendergast,7,John Patrick Ryan,PU,N/A,8,11-12,92,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Cornhill Lass (IRE),Richard Condon,5,E. Sheehy,PU,N/A,9,11-0,80,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Rudy Catrail (IRE),Gavin Peter Brouder,5,E. Sheehy,F,N/A,12,10-9,75,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Sulafaat (IRE),Shane Fenelon,7,John Joseph Hanlon,F,N/A,8,10-11,77,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Definiteadare (IRE),Jack G. Gilligan,7,Charles Coakley,8th,10 l,9,11-11,91,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Cluan Dara (IRE),T. Joseph Kelly,7,John Patrick Ryan,7th,7 l,11,10-1b,67,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Well Joey (IRE),Patrick Michael O'Brien,7,Paul Stafford,6th,3/4 l,12,11-8t,88,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Repeat That (IRE),Shane O'Callaghan,7,Michael Butler,5th,5 1/2 l,10,10-11p,77,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Whip Whitaker (IRE),Liam Quinlan,5,John Patrick Ryan,4th,16 l,5,11-0,80,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Drimsree Lad (IRE),Aileen O'Sullivan,7,S. Michael Millar,3rd,1 3/4 l,12,10-4tp,70,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Rule Of June (IRE),L. A. McKenna,5,Liam Casey,2nd,1/2 l,9,11-8,88,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Bal Kauto (FR),Shane Fitzgerald,3,Declan Queally,1st,N/A,6,11-10ht,90,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Chief Seattle (IRE),N. T. Prendergast,7,John Patrick Ryan,PU,N/A,8,11-12,92,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Cornhill Lass (IRE),Richard Condon,5,E. Sheehy,PU,N/A,9,11-0,80,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Rudy Catrail (IRE),Gavin Peter Brouder,5,E. Sheehy,F,N/A,12,10-9,75,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Sulafaat (IRE),Shane Fenelon,7,John Joseph Hanlon,F,N/A,8,10-11,77,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Definiteadare (IRE),Jack G. Gilligan,7,Charles Coakley,8th,10 l,9,11-11,91,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Cluan Dara (IRE),T. Joseph Kelly,7,John Patrick Ryan,7th,7 l,11,10-1b,67,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Well Joey (IRE),Patrick Michael O'Brien,7,Paul Stafford,6th,3/4 l,12,11-8t,88,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Repeat That (IRE),Shane O'Callaghan,7,Michael Butler,5th,5 1/2 l,10,10-11p,77,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Whip Whitaker (IRE),Liam Quinlan,5,John Patrick Ryan,4th,16 l,5,11-0,80,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Drimsree Lad (IRE),Aileen O'Sullivan,7,S. Michael Millar,3rd,1 3/4 l,12,10-4tp,70,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Rule Of June (IRE),L. A. McKenna,5,Liam Casey,2nd,1/2 l,9,11-8,88,True,59,31
Clonmel Racing Results | 9th June 2023 20:30,N/A,20:30,Good,2m 6f 169y,Bal Kauto (FR),Shane Fitzgerald,3,Declan Queally,1st,N/A,6,11-10ht,90,True,59,31
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,The Kids Choice (IRE),M. P. O'Connor,5,Eamonn Francis Gallagher,NR,N/A,6,11-12t1,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Ideal Dilemma (IRE),H. Morgan,0,David Christie,UR,N/A,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Parkrunner (IRE),Conor Orr,0,Peter John Flood,PU,N/A,5,11-12tp1,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Castle Hide Tide (IRE),Robert Dunne,0,Peter Maher,PU,N/A,7,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Smallcashprize (IRE),Patrick Michael O'Brien,7,Mrs Prunella Dobbs,15th,42 l,6,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Amyr (IRE),A. M. McCurtin,0,Miss Evanna McCutcheon,14th,1 3/4 l,6,11-12t1,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Perfectway (IRE),M. M. McDonagh,5,Eoin Griffin,13th,1/2 l,6,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Nurse Garvey (IRE),Jack Foley,0,David Christie,12th,20 l,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Georgie's Gal (IRE),J. P. O'Sullivan,5,P. J. Rothwell,11th,62 l,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Millie In Milan (IRE),E. A. Fitzgerald,7,Peter Fahey,10th,1 l,7,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Rebel Treaty (IRE),L. A. McKenna,5,Paul O'Flynn,9th,6 l,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Workforadime (IRE),Liam Quinlan,5,Charles Byrnes,8th,7 l,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Cool Miners Star (IRE),Shane Fenelon,7,John Joseph Hanlon,7th,Neck,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Line In The Sand (IRE),Shane Fitzgerald,3,David Kenneth Budds,6th,1 1/2 l,5,11-12t,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Cool Legacy (IRE),D. King,5,Colin Motherway,5th,1 3/4 l,6,11-12b,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,North Of Nashville (IRE),J. S. McGarvey,0,Colin Bowe,4th,6 l,6,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Apples In Winter (IRE),N. T. Prendergast,7,Liam Casey,3rd,3 l,6,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Ginnets Girl (IRE),D. J. Gilligan,7,Gordon Elliott,2nd,8 1/2 l,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Something Abouther (IRE),A. P. Kelly,7,Padraig Roche,1st,N/A,7,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,The Kids Choice (IRE),M. P. O'Connor,5,Eamonn Francis Gallagher,NR,N/A,6,11-12t1,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Ideal Dilemma (IRE),H. Morgan,0,David Christie,UR,N/A,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Parkrunner (IRE),Conor Orr,0,Peter John Flood,PU,N/A,5,11-12tp1,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Castle Hide Tide (IRE),Robert Dunne,0,Peter Maher,PU,N/A,7,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Smallcashprize (IRE),Patrick Michael O'Brien,7,Mrs Prunella Dobbs,15th,42 l,6,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Amyr (IRE),A. M. McCurtin,0,Miss Evanna McCutcheon,14th,1 3/4 l,6,11-12t1,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Perfectway (IRE),M. M. McDonagh,5,Eoin Griffin,13th,1/2 l,6,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Nurse Garvey (IRE),Jack Foley,0,David Christie,12th,20 l,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Georgie's Gal (IRE),J. P. O'Sullivan,5,P. J. Rothwell,11th,62 l,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Millie In Milan (IRE),E. A. Fitzgerald,7,Peter Fahey,10th,1 l,7,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Rebel Treaty (IRE),L. A. McKenna,5,Paul O'Flynn,9th,6 l,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Workforadime (IRE),Liam Quinlan,5,Charles Byrnes,8th,7 l,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Cool Miners Star (IRE),Shane Fenelon,7,John Joseph Hanlon,7th,Neck,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Line In The Sand (IRE),Shane Fitzgerald,3,David Kenneth Budds,6th,1 1/2 l,5,11-12t,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Cool Legacy (IRE),D. King,5,Colin Motherway,5th,1 3/4 l,6,11-12b,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,North Of Nashville (IRE),J. S. McGarvey,0,Colin Bowe,4th,6 l,6,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Apples In Winter (IRE),N. T. Prendergast,7,Liam Casey,3rd,3 l,6,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Ginnets Girl (IRE),D. J. Gilligan,7,Gordon Elliott,2nd,8 1/2 l,5,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 13:55,N/A,13:55,Good To Yielding,2m 6f,Something Abouther (IRE),A. P. Kelly,7,Padraig Roche,1st,N/A,7,11-12,-,True,59,32
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,Stansfield (IRE),J. P. Shinnick,7,Paul Traynor,8th,32 l,9,10-3p,109,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,Filon D'oudairies (FR),C. G. O'Dwyer,5,J. P. Broderick,7th,3 l,8,10-10,116,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,Clever Currency (IRE),B. P. Kennedy,7,Paul W. Flynn,6th,Neck,6,10-0t,106,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,Kildorrery (IRE),Shane O'Callaghan,7,T. M. Walsh,5th,5 l,10,11-8,128,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,Get My Drift (FR),J. S. McGarvey,0,M. F. Morris,4th,3 3/4 l,7,11-10tp,130,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,Vado Forte (FR),Robert Dunne,0,Ross O'Sullivan,3rd,6 l,10,11-12,132,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,The Dara Man (IRE),Liam Quinlan,5,John Patrick Ryan,2nd,3/4 l,8,11-0,120,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,The Greek (IRE),D. J. Gilligan,7,Gordon Elliott,1st,N/A,7,11-8tb,128,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,Stansfield (IRE),J. P. Shinnick,7,Paul Traynor,8th,32 l,9,10-3p,109,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,Filon D'oudairies (FR),C. G. O'Dwyer,5,J. P. Broderick,7th,3 l,8,10-10,116,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,Clever Currency (IRE),B. P. Kennedy,7,Paul W. Flynn,6th,Neck,6,10-0t,106,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,Kildorrery (IRE),Shane O'Callaghan,7,T. M. Walsh,5th,5 l,10,11-8,128,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,Get My Drift (FR),J. S. McGarvey,0,M. F. Morris,4th,3 3/4 l,7,11-10tp,130,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,Vado Forte (FR),Robert Dunne,0,Ross O'Sullivan,3rd,6 l,10,11-12,132,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,The Dara Man (IRE),Liam Quinlan,5,John Patrick Ryan,2nd,3/4 l,8,11-0,120,True,59,33
Punchestown Racing Results | 10th June 2023 14:30,N/A,14:30,Good To Yielding,2m,The Greek (IRE),D. J. Gilligan,7,Gordon Elliott,1st,N/A,7,11-8tb,128,True,59,33
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Silvertown (IRE),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,UR,N/A,6,11-10p1,105,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Ocean Legacy (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,PU,N/A,6,10-10,91,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Rust To Riches (IRE),J. P. O'Sullivan,5,Neill McCluskey,PU,N/A,6,11-10tp,105,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Menindee (IRE),Shane Fitzgerald,3,David Christie,F,N/A,7,11-7t,102,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Highstreetfashion (IRE),Shane O'Callaghan,7,Patrick Rooney,6th,6 1/2 l,8,10-0tp,81,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Alpha Male (FR),H. Morgan,0,Peter Maher,5th,4 1/2 l,12,10-11p,92,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Norwigi (IRE),J. S. McGarvey,0,Enda Bolger,4th,11 l,8,11-9,104,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Subset (IRE),M. M. McDonagh,5,Peter Maher,3rd,7 1/2 l,9,10-0p,81,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,The Eye Of Tulla (IRE),Peter Carberry,0,Brian M. McMahon,2nd,1/2 l,7,10-2p,83,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Outside The Door (IRE),A. P. Kelly,7,Padraig Roche,1st,N/A,7,12-0p,109,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Silvertown (IRE),Patrick Michael O'Brien,7,Gavin Patrick Cromwell,UR,N/A,6,11-10p1,105,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Ocean Legacy (IRE),C. D. Maxwell,0,Dermot Anthony McLoughlin,PU,N/A,6,10-10,91,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Rust To Riches (IRE),J. P. O'Sullivan,5,Neill McCluskey,PU,N/A,6,11-10tp,105,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Menindee (IRE),Shane Fitzgerald,3,David Christie,F,N/A,7,11-7t,102,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Highstreetfashion (IRE),Shane O'Callaghan,7,Patrick Rooney,6th,6 1/2 l,8,10-0tp,81,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Alpha Male (FR),H. Morgan,0,Peter Maher,5th,4 1/2 l,12,10-11p,92,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Norwigi (IRE),J. S. McGarvey,0,Enda Bolger,4th,11 l,8,11-9,104,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Subset (IRE),M. M. McDonagh,5,Peter Maher,3rd,7 1/2 l,9,10-0p,81,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,The Eye Of Tulla (IRE),Peter Carberry,0,Brian M. McMahon,2nd,1/2 l,7,10-2p,83,True,59,34
Punchestown Racing Results | 10th June 2023 15:05,N/A,15:05,Good To Yielding,3m,Outside The Door (IRE),A. P. Kelly,7,Padraig Roche,1st,N/A,7,12-0p,109,True,59,34
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Creggs Cross (IRE),Peter Carberry,0,Rosemary Connors,20th,7 1/2 l,6,11-12p1,-,True,59,35
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Steel Cable (IRE),D. J. Gilligan,7,Gordon Elliott,19th,9 1/2 l,8,11-12,-,True,59,35
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,The Riastrad (IRE),Robert Dunne,0,Donal Kinsella,18th,8 1/2 l,5,11-12h,-,True,59,35
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,The Hurdler (IRE),J. P. Shinnick,7,Paul Traynor,17th,Neck,6,11-12,-,True,59,35
Punchestown Racing Results | 10th June 2023 15:40,N/A,15:40,Good To Yielding,2m 3f 170y,Oldtown To Emly (IRE),R. P. Geoghegan,7,K. A. Heffernan,16th,1/2 l,5,11-12,-,True,59,35
