track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Scalor (FR),S. F. O'Keeffe,0,Miss Elizabeth Doyle,UR,N/A,8,11-0ht,108,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Priory Park (IRE),J. S. McGarvey,0,E. J. O'Grady,9th,99 l,7,11-3p,111,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Flindt (IRE),E. Walsh,3,Ciaran Murphy,8th,31 l,8,11-4tp,112,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Innovated (IRE),M. P. O'Connor,5,Henry de Bromhead,7th,7 l,8,12-0,122,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Call The Tune (IRE),Mr Finian Maguire,0,Barry Connell,6th,4 1/4 l,9,11-10,118,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Arrycan (IRE),Sean Flanagan,0,Liam P. Cusack,5th,3 1/2 l,9,11-13,121,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Shes Some Doll (IRE),D. J. O'Keeffe,0,T. Gibney,4th,1 3/4 l,8,10-6t,100,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Lake Chad (IRE),B. Hayes,0,Philip Fenton,3rd,6 l,8,10-13,107,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Broken Ice (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,2nd,7 l,7,11-4p,112,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,A Mere Bagatelle (IRE),S. D. Torrens,0,John Joseph Hanlon,1st,N/A,6,10-0,94,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Scalor (FR),S. F. O'Keeffe,0,Miss Elizabeth Doyle,UR,N/A,8,11-0ht,108,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Priory Park (IRE),J. S. McGarvey,0,E. J. O'Grady,9th,99 l,7,11-3p,111,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Flindt (IRE),E. Walsh,3,Ciaran Murphy,8th,31 l,8,11-4tp,112,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Innovated (IRE),M. P. O'Connor,5,Henry de Bromhead,7th,7 l,8,12-0,122,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Call The Tune (IRE),Mr Finian Maguire,0,Barry Connell,6th,4 1/4 l,9,11-10,118,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Arrycan (IRE),Sean Flanagan,0,Liam P. Cusack,5th,3 1/2 l,9,11-13,121,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Shes Some Doll (IRE),D. J. O'Keeffe,0,T. Gibney,4th,1 3/4 l,8,10-6t,100,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Lake Chad (IRE),B. Hayes,0,Philip Fenton,3rd,6 l,8,10-13,107,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,Broken Ice (IRE),Keith Donoghue,0,Gavin Patrick Cromwell,2nd,7 l,7,11-4p,112,True,61,12
Kilbeggan Racing Results | 4th June 2023 16:50,N/A,16:50,Good To Yielding (Good In Places),2m 3f 100y,A Mere Bagatelle (IRE),S. D. Torrens,0,John Joseph Hanlon,1st,N/A,6,10-0,94,True,61,12
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Jet Star (FR),Mr C. J. Byrne,7,C. W. J. Farrell,7th,2 1/2 l,6,11-7t1,-,True,61,13
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Kalanisi Flash (IRE),Mr A. Harvey,7,John McConnell,6th,8 l,6,12-0t,-,True,61,13
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Good Lad (IRE),Mr T. Hamilton,0,John Joseph Hanlon,5th,1 l,4,11-9,-,True,61,13
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Willwekeephim (IRE),Mr L. J. Murphy,7,Peter John Flood,4th,20 l,5,12-0,-,True,61,13
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Mr Dibbs (IRE),Mr S. Cavanagh,7,Adrian Murray,3rd,13 l,4,11-9,-,True,61,13
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Arabian Diamond (IRE),Mr H. C. Swan,5,Gordon Elliott,2nd,1/2 l,5,12-0,-,True,61,13
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Ninth Loch (IRE),Miss J. Townend,0,W. P. Mullins,1st,N/A,4,11-9,-,True,61,13
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Jet Star (FR),Mr C. J. Byrne,7,C. W. J. Farrell,7th,2 1/2 l,6,11-7t1,-,True,61,13
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Kalanisi Flash (IRE),Mr A. Harvey,7,John McConnell,6th,8 l,6,12-0t,-,True,61,13
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Good Lad (IRE),Mr T. Hamilton,0,John Joseph Hanlon,5th,1 l,4,11-9,-,True,61,13
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Willwekeephim (IRE),Mr L. J. Murphy,7,Peter John Flood,4th,20 l,5,12-0,-,True,61,13
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Mr Dibbs (IRE),Mr S. Cavanagh,7,Adrian Murray,3rd,13 l,4,11-9,-,True,61,13
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Arabian Diamond (IRE),Mr H. C. Swan,5,Gordon Elliott,2nd,1/2 l,5,12-0,-,True,61,13
Kilbeggan Racing Results | 4th June 2023 17:20,N/A,17:20,Good To Yielding (Good In Places)  Flat (Turf),2m,Ninth Loch (IRE),Miss J. Townend,0,W. P. Mullins,1st,N/A,4,11-9,-,True,61,13
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Lady Allessia (IRE),Seamie Heffernan,0,J. F. O'Shea,11th,2 1/2 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Harriet Eagle (IRE),A. C. Persse,7,Patrick J. Flynn,10th,5 1/2 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Just Another Eagle (IRE),R. Donaghue-Leahy,10,Patrick J. Flynn,9th,2 3/4 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Neowise (USA),Shane Foley,0,Mrs J. Harrington,8th,1/2 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Pascalia (IRE),Ben Martin Coen,0,John Patrick Murtagh,7th,2 1/2 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Qalahari Queen (IRE),J. J. G. Ryan,7,T. G. McCourt,6th,1 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Daughteroffortune (IRE),Siobhan Rutledge,5,Ciaran Murphy,5th,2 3/4 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Saturn Seven (IRE),R. P. Whelan,0,K. J. Condon,4th,1 1/4 l,3,9-3tp1,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Machnamh (IRE),Kyanna Van Buuren,10,J. S. Bolger,3rd,2 1/4 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Golden Spangle (IRE),L. T. McAteer,3,J. S. Bolger,2nd,Neck,3,9-3t,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Many Tears (IRE),G. F. Carroll,0,G. M. Lyons,1st,N/A,3,9-3t,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Lady Allessia (IRE),Seamie Heffernan,0,J. F. O'Shea,11th,2 1/2 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Harriet Eagle (IRE),A. C. Persse,7,Patrick J. Flynn,10th,5 1/2 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Just Another Eagle (IRE),R. Donaghue-Leahy,10,Patrick J. Flynn,9th,2 3/4 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Neowise (USA),Shane Foley,0,Mrs J. Harrington,8th,1/2 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Pascalia (IRE),Ben Martin Coen,0,John Patrick Murtagh,7th,2 1/2 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Qalahari Queen (IRE),J. J. G. Ryan,7,T. G. McCourt,6th,1 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Daughteroffortune (IRE),Siobhan Rutledge,5,Ciaran Murphy,5th,2 3/4 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Saturn Seven (IRE),R. P. Whelan,0,K. J. Condon,4th,1 1/4 l,3,9-3tp1,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Machnamh (IRE),Kyanna Van Buuren,10,J. S. Bolger,3rd,2 1/4 l,3,9-3,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Golden Spangle (IRE),L. T. McAteer,3,J. S. Bolger,2nd,Neck,3,9-3t,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:05,N/A,14:05,Good,7f,Many Tears (IRE),G. F. Carroll,0,G. M. Lyons,1st,N/A,3,9-3t,-,True,61,14
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Benavente,C. D. Hayes,0,Richard John O'Brien,10th,Neck,5,8-8,77,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Apricot Twist (IRE),G. F. Carroll,0,G. M. Lyons,9th,Neck,3,9-2t,95,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Final Voyage (IRE),C. Geerdharry,7,John Patrick Murtagh,8th,2 3/4 l,5,9-9,92,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Affogato (IRE),J. Kearney,7,G. M. Lyons,7th,Head,4,10-0,97,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Exquisite Acclaim (IRE),Adam Caffrey,7,Adrian McGuinness,6th,2 1/2 l,4,9-3p,86,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Red Heel (IRE),N. M. Crosse,0,W. McCreery,5th,1 1/4 l,6,8-13,82,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Vocal Studies (IRE),R. P. Cleary,0,J. S. Bolger,4th,1/2 l,4,8-12,81,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Big Baby Bull (IRE),S. D. Bowen,7,Denis Hogan,3rd,1 l,7,8-9tb,78,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Spanish Tenor (IRE),C. J. MacRedmond,5,Adrian McGuinness,2nd,2 1/2 l,9,9-0,83,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Hotrocket (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,1st,N/A,4,9-2,85,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Benavente,C. D. Hayes,0,Richard John O'Brien,10th,Neck,5,8-8,77,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Apricot Twist (IRE),G. F. Carroll,0,G. M. Lyons,9th,Neck,3,9-2t,95,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Final Voyage (IRE),C. Geerdharry,7,John Patrick Murtagh,8th,2 3/4 l,5,9-9,92,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Affogato (IRE),J. Kearney,7,G. M. Lyons,7th,Head,4,10-0,97,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Exquisite Acclaim (IRE),Adam Caffrey,7,Adrian McGuinness,6th,2 1/2 l,4,9-3p,86,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Red Heel (IRE),N. M. Crosse,0,W. McCreery,5th,1 1/4 l,6,8-13,82,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Vocal Studies (IRE),R. P. Cleary,0,J. S. Bolger,4th,1/2 l,4,8-12,81,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Big Baby Bull (IRE),S. D. Bowen,7,Denis Hogan,3rd,1 l,7,8-9tb,78,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Spanish Tenor (IRE),C. J. MacRedmond,5,Adrian McGuinness,2nd,2 1/2 l,9,9-0,83,True,61,15
Gowran Park Racing Results | 5th June 2023 14:37,N/A,14:37,Good,7f,Hotrocket (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,1st,N/A,4,9-2,85,True,61,15
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Soyounique (IRE),Adam Caffrey,2,Ciaran Murphy,14th,2 1/4 l,6,9-12ht,61,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Numidia (IRE),C. J. MacRedmond,0,Peter Lawlor,13th,1 3/4 l,5,9-4v,53,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Harbanaker (IRE),S. P. Bird,7,Leanne Breen,12th,1 1/4 l,6,9-6t,55,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Deuteronomy (IRE),J. Kearney,2,R. P. Burns,11th,3/4 l,4,9-2,51,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Atlas (IRE),J. J. G. Ryan,4,T. G. McCourt,10th,Head,10,9-3p,52,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Flotus Radiance (IRE),C. Horgan,7,Paul Power,9th,Neck,3,9-5,65,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Cool Vixen (IRE),P. A. Harnett,2,Stephen Gerard Carey,8th,Short Head,6,9-9,58,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Plugged In (IRE),C. Stone-Walsh,7,J. T. Gorman,7th,2 l,6,8-12,47,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Together Aclaim,Cillian McConnell,7,John McConnell,6th,1/2 l,4,9-7t,56,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Von Krolock (IRE),Oisin McSweeney,0,Timothy Doyle,5th,1 3/4 l,4,8-13,48,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Snowdonia Song (IRE),Kyanna Van Buuren,7,J. S. Bolger,4th,1/2 l,3,8-12p,58,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Lauroline,C. Geerdharry,7,John Patrick Murtagh,3rd,3 1/4 l,4,10-2,65,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Pinball Wizard (IRE),S. D. Bowen,4,John J. Nallen,2nd,Short Head,5,10-1,64,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Barnhill Rose,Siobhan Rutledge,0,Denis Hogan,1st,N/A,5,9-8p,57,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Soyounique (IRE),Adam Caffrey,2,Ciaran Murphy,14th,2 1/4 l,6,9-12ht,61,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Numidia (IRE),C. J. MacRedmond,0,Peter Lawlor,13th,1 3/4 l,5,9-4v,53,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Harbanaker (IRE),S. P. Bird,7,Leanne Breen,12th,1 1/4 l,6,9-6t,55,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Deuteronomy (IRE),J. Kearney,2,R. P. Burns,11th,3/4 l,4,9-2,51,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Atlas (IRE),J. J. G. Ryan,4,T. G. McCourt,10th,Head,10,9-3p,52,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Flotus Radiance (IRE),C. Horgan,7,Paul Power,9th,Neck,3,9-5,65,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Cool Vixen (IRE),P. A. Harnett,2,Stephen Gerard Carey,8th,Short Head,6,9-9,58,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Plugged In (IRE),C. Stone-Walsh,7,J. T. Gorman,7th,2 l,6,8-12,47,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Together Aclaim,Cillian McConnell,7,John McConnell,6th,1/2 l,4,9-7t,56,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Von Krolock (IRE),Oisin McSweeney,0,Timothy Doyle,5th,1 3/4 l,4,8-13,48,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Snowdonia Song (IRE),Kyanna Van Buuren,7,J. S. Bolger,4th,1/2 l,3,8-12p,58,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Lauroline,C. Geerdharry,7,John Patrick Murtagh,3rd,3 1/4 l,4,10-2,65,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Pinball Wizard (IRE),S. D. Bowen,4,John J. Nallen,2nd,Short Head,5,10-1,64,True,61,16
Gowran Park Racing Results | 5th June 2023 15:07,N/A,15:07,Good,1m,Barnhill Rose,Siobhan Rutledge,0,Denis Hogan,1st,N/A,5,9-8p,57,True,61,16
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Gallo Dell Cielo (IRE),R. Donaghue-Leahy,10,Patrick J. Flynn,8th,1/2 l,3,9-8,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Smote,J. Kearney,7,G. M. Lyons,7th,Neck,3,9-8t,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Highland Sam (IRE),A. C. Persse,7,Patrick J. Flynn,6th,6 1/2 l,3,9-8,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Sioux Eagle (IRE),L. T. McAteer,3,Patrick T. Foley,5th,1 3/4 l,4,10-6,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Firm Handshake (IRE),G. P. Halpin,0,W. McCreery,4th,6 l,3,9-8,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Lygon Street (GER),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,4 1/2 l,3,9-8,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Mr King (IRE),G. F. Carroll,0,G. M. Lyons,2nd,7 1/2 l,3,9-8,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Knight To King (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,3,9-8,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Gallo Dell Cielo (IRE),R. Donaghue-Leahy,10,Patrick J. Flynn,8th,1/2 l,3,9-8,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Smote,J. Kearney,7,G. M. Lyons,7th,Neck,3,9-8t,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Highland Sam (IRE),A. C. Persse,7,Patrick J. Flynn,6th,6 1/2 l,3,9-8,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Sioux Eagle (IRE),L. T. McAteer,3,Patrick T. Foley,5th,1 3/4 l,4,10-6,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Firm Handshake (IRE),G. P. Halpin,0,W. McCreery,4th,6 l,3,9-8,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Lygon Street (GER),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,4 1/2 l,3,9-8,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Mr King (IRE),G. F. Carroll,0,G. M. Lyons,2nd,7 1/2 l,3,9-8,-,True,61,17
Gowran Park Racing Results | 5th June 2023 15:37,N/A,15:37,Good  (Turf),1m 1f 100y,Knight To King (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,3,9-8,-,True,61,17
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Pretty Company (IRE),C. Stone-Walsh,7,Mary E Doyle,13th,7 1/2 l,3,9-3,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Morello Di Vento (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,12th,1 1/2 l,3,9-8,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Treasured Soul (IRE),G. F. Carroll,0,G. M. Lyons,11th,1 1/2 l,3,9-8,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Eyeeye,Ben Martin Coen,0,Thomas Mullins,10th,3/4 l,3,9-8,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Rainbow Reel (IRE),A. J. Slattery,0,J. A. Stack,9th,3/4 l,3,9-3,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Partisan Hero (IRE),C. D. Hayes,0,D. K. Weld,8th,7 l,3,9-8,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Skyquake (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,7th,1 1/4 l,3,9-3,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Savigny (IRE),W. M. Lordan,0,Henry de Bromhead,6th,9 l,3,9-8,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Ena's Choice (IRE),J. J. G. Ryan,7,T. G. McCourt,5th,4 1/4 l,3,9-3,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Lady Lunette (IRE),Seamie Heffernan,0,R. P. Cody,4th,Neck,3,9-3,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Cormac T,J. M. Sheridan,0,Denis Hogan,3rd,1 l,3,9-8,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,New Phenomenon (IRE),Shane Foley,0,Mrs J. Harrington,2nd,3/4 l,3,9-3,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Dawn Session (IRE),R. P. Cleary,0,J. S. Bolger,1st,N/A,3,9-8,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Pretty Company (IRE),C. Stone-Walsh,7,Mary E Doyle,13th,7 1/2 l,3,9-3,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Morello Di Vento (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,12th,1 1/2 l,3,9-8,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Treasured Soul (IRE),G. F. Carroll,0,G. M. Lyons,11th,1 1/2 l,3,9-8,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Eyeeye,Ben Martin Coen,0,Thomas Mullins,10th,3/4 l,3,9-8,-,True,61,18
Gowran Park Racing Results | 5th June 2023 16:07,N/A,16:07,Good,1m 1f 100y,Rainbow Reel (IRE),A. J. Slattery,0,J. A. Stack,9th,3/4 l,3,9-3,-,True,61,18
